#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
47600,95.19999999995953,-43576.05303689493,6700.221577118872,-36875.83145977606,300.298650414822,27.0,0.9916318011950421
47700,95.39999999995906,-43753.23432942881,6854.441127654883,-36898.79320177392,307.21064912419286,27.0,0.9916318011950421
47800,95.5999999999586,-43536.59417220606,6906.787242580425,-36629.806929625636,309.5567607394089,27.0,0.9916318011950421
47900,95.79999999995813,-43478.18939229502,6873.704627789003,-36604.484764506014,308.074024017987,27.0,0.9916318011950421
48000,95.99999999995767,-43342.53868791117,6727.263493733165,-36615.275194178,301.5106478048239,27.0,0.9916318011950421
48100,96.1999999999572,-43537.00966760172,6681.715628835297,-36855.29403876642,299.46922839791705,27.0,0.9916318011950421
48200,96.39999999995673,-43498.704806532995,6619.129796483175,-36879.57501004982,296.66418071790997,27.0,0.9916318011950421
48300,96.59999999995627,-43696.64368173136,6736.533014235734,-36960.110667495625,301.9261004081258,27.0,0.9916318011950421
48400,96.7999999999558,-43561.6276633407,6686.774530301879,-36874.85313303882,299.6959643745576,27.0,0.9916318011950421
48500,96.99999999995534,-43880.46531411661,6928.699293512755,-36951.766020603856,310.53884159256614,27.0,0.9916318011950421
48600,97.19999999995487,-43734.859521117345,6760.04083617601,-36974.81868494133,302.97970246017803,27.0,0.9916318011950421
48700,97.3999999999544,-43623.798731055394,6759.511077819947,-36864.28765323545,302.9559591081798,27.0,0.9916318011950421
48800,97.59999999995394,-43693.06734582438,6761.492355445861,-36931.57499037852,303.04475840986123,27.0,0.9916318011950421
48900,97.79999999995347,-43617.77452870859,6644.058043101563,-36973.71648560703,297.78144508455034,27.0,0.9916318011950421
49000,97.999999999953,-43788.334779944555,6802.554909013773,-36985.77987093078,304.88514969798524,27.0,0.9916318011950421
49100,98.19999999995254,-43685.424133505956,6706.741272730477,-36978.68286077548,300.59085803374114,27.0,0.9916318011950421
49200,98.39999999995207,-43490.224963393346,6676.636448861982,-36813.588514531366,299.2415835545869,27.0,0.9916318011950421
49300,98.5999999999516,-43594.48311730875,6777.20037276077,-36817.28274454798,303.7487793658948,27.0,0.9916318011950421
49400,98.79999999995114,-43694.79430505289,6667.936546636873,-37026.85775841602,298.8516607935452,27.0,0.9916318011950421
49500,98.99999999995067,-43828.324448790685,6879.110375473734,-36949.21407331695,308.3163053687637,27.0,0.9916318011950421
49600,99.19999999995021,-43820.595236983434,6743.613604383455,-37076.98163259998,302.24344687809366,27.0,0.9916318011950421
49700,99.39999999994974,-43900.47143098368,6748.502839454121,-37151.968591529556,302.4625785405891,27.0,0.9916318011950421
49800,99.59999999994928,-44055.68706628336,6838.735645294777,-37216.95142098858,306.5067417828357,27.0,0.9916318011950421
49900,99.79999999994881,-44006.13178369059,6630.396865247257,-37375.73491844333,297.16916185995746,27.0,0.9916318011950421
50000,99.99999999994834,-44043.87857171549,6630.471760617707,-37413.40681109778,297.17251861143353,27.0,0.9916318011950421
