#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
47200,94.3999999999614,-44013.40204164042,6806.451252317869,-37206.950789322545,305.0597807340347,27.0,0.9916318011950421
47300,94.59999999996093,-43917.33307286753,6621.670107001948,-37295.66296586558,296.7780354332566,27.0,0.9916318011950421
47400,94.79999999996046,-43885.08682128443,6587.522419442285,-37297.564401842144,295.2475629897821,27.0,0.9916318011950421
47500,94.99999999996,-43852.28882714762,6410.269506000923,-37442.0193211467,287.3032271083671,27.0,0.9916318011950421
47600,95.19999999995953,-44055.77527257456,6872.014860835312,-37183.76041173925,307.99828999488517,27.0,0.9916318011950421
47700,95.39999999995906,-43847.937619414464,6470.813494338598,-37377.12412507587,290.0167609488931,27.0,0.9916318011950421
47800,95.5999999999586,-43988.03086205973,6584.794716532843,-37403.236145526884,295.12530949517594,27.0,0.9916318011950421
47900,95.79999999995813,-44056.464311804906,6641.7645767161075,-37414.6997350888,297.6786537287128,27.0,0.9916318011950421
48000,95.99999999995767,-43894.41320487513,6509.772156256291,-37384.64104861884,291.76285747140264,27.0,0.9916318011950421
48100,96.1999999999572,-43903.52456399454,6641.764303320656,-37261.76026067389,297.67864147534414,27.0,0.9916318011950421
48200,96.39999999995673,-43877.46481820597,6642.431810149896,-37235.033008056074,297.7085586053459,27.0,0.9916318011950421
48300,96.59999999995627,-43738.950524535314,6602.790253835994,-37136.16027069932,295.9318552942105,27.0,0.9916318011950421
48400,96.7999999999558,-44034.376993384496,6883.546993249658,-37150.83000013484,308.51515108083186,27.0,0.9916318011950421
48500,96.99999999995534,-43851.468038764135,6717.146198386056,-37134.32184037808,301.0571986011497,27.0,0.9916318011950421
48600,97.19999999995487,-43998.88991757883,6653.323044495334,-37345.566873083495,298.1966951449577,27.0,0.9916318011950421
48700,97.3999999999544,-43961.173960890905,6692.162423693794,-37269.01153719711,299.9374455100019,27.0,0.9916318011950421
48800,97.59999999995394,-44056.2927896644,6668.316875580785,-37387.97591408362,298.8687068370612,27.0,0.9916318011950421
48900,97.79999999995347,-44121.78756734385,6653.201202278555,-37468.58636506529,298.19123427282955,27.0,0.9916318011950421
49000,97.999999999953,-44221.818700041906,6757.560231933843,-37464.25846810806,302.8685237330924,27.0,0.9916318011950421
49100,98.19999999995254,-44020.706450667516,6575.071842425722,-37445.634608241795,294.6895379406213,27.0,0.9916318011950421
49200,98.39999999995207,-44018.6151334907,6555.976589486897,-37462.6385440038,293.83370375351905,27.0,0.9916318011950421
49300,98.5999999999516,-44158.24820443644,6693.428392458642,-37464.819811977795,299.9941852322895,27.0,0.9916318011950421
49400,98.79999999995114,-44066.30090638651,6492.020925471986,-37574.27998091452,290.9672612979965,27.0,0.9916318011950421
49500,98.99999999995067,-44080.216817107335,6548.260139400818,-37531.95667770652,293.48785854225673,27.0,0.9916318011950421
49600,99.19999999995021,-44283.50405618204,6773.716453395024,-37509.78760278702,303.59263284571693,27.0,0.9916318011950421
49700,99.39999999994974,-44207.25530454172,6671.152821616374,-37536.10248292535,298.99581170327116,27.0,0.9916318011950421
49800,99.59999999994928,-44232.994271483556,6687.161144604155,-37545.8331268794,299.7132921228818,27.0,0.9916318011950421
49900,99.79999999994881,-44235.99517747416,6663.853990291723,-37572.14118718243,298.66868383575655,27.0,0.9916318011950421
50000,99.99999999994834,-44103.72720643534,6586.319625064669,-37517.40758137067,295.1936546937403,27.0,0.9916318011950421
